##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
AREA_TRANSYLVANIA;Transylvania;Transylvanie;Transilvania;Transilvania;Transsilvanien;Transylwania;;Трансильвания;;;X
AREA_TRIPOLI;Tripoli;Tripolis;Tripoli;Trнpoli;Westl. Aleuten;Trypolis;;Триполи;;;X
AREA_TUNIS;Tunis;Tunis;Tunisia;Tъnez;Tunis;Tunis;;Тунис;;;X
AREA_TURKESTAN;Turkestan;Turkestan;Turkestan;Turkestбn;Turkistan;Turkiestan;;Туркестан;;;X
AREA_TURKMENISTAN;Turkmenistan;Turkmйnistan;Turkmenistan;Turkmenistбn;Turkmenistan;Turkmenistan;;Туркменистан;;;X
AREA_TYUMEN;Tyumen;Tyumen;Tyumen;Tiumen;Tjumen;Tiumeс;;Тюмень;;;X
AREA_UFA;Ufa;Oufa;Ufa;Ufб;Ufa;Ufa;;Уфа;;;X
AREA_UGANDA;Uganda;Ouganda;Uganda;Uganda;Uganda;Uganda;;Уганда;;;X
AREA_UPPER_ARGENTINE;Upper Argentine;Haute Argentine;Argentina superiore;Argentina superior;Oberargentinien;Gуrna Argentyna;;Верхняя Аргентина;;;X
AREA_UPPER_NILE_VALLEY;Upper Nile Valley;Vallйe haute du Nil;Valle del Nilo superiore;Valle del Alto Nilo;Oberes Niltal;Gуrna Dolina Nilu;;Верхняя долина Нила;;;X
AREA_UTAH;Utah;Utah;Utah;Utah;Utah;Utah;;Юта;;;X
AREA_UZBEKISTAN;Uzbekistan;Ouzbйkistan;Uzbekistan;Uzbekistбn;Usbekistan;Uzbekistan;;Узбекистан;;;X
AREA_VAESTRA_SVEALAND;Vaestra Svealand;Vaestra Svealand;Vaestra Svealand;Svealand occidental;Westsvealand;Zachodni Svealand;;Западный Свеаланд;;;X
AREA_VELIKIYE_LUKI;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;Kalinin;;Калинин;;;X
AREA_VERA_CRUZ;Vera Cruz;Vera Cruz;Vera Cruz;Veracruz;Vera Cruz;Vera Cruz;;Веракрус;;;X
AREA_VERMONT;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;;Вермонт;;;X
AREA_VIRGINIA;Virginia;Virginie;Virginia;Virginia;Virginia;Virginia;;Виргиния;;;X
AREA_VLADIMIR;Vladimir;Vladimir;Vladimir;Vladнmir;Wladimir;Wіodzimierz;;Владимир;;;X
AREA_VOLTA;Volta;Volta;Volta;Volta;Obervolta;Wolta;;Вольта;;;X
AREA_VORKUTA;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Vorkuta;Workuta;;Воркута;;;X
AREA_WALLONIA;Wallonia;Wallonie;Vallonia;Valonia;Wallonien;Walonia;;Валлония;;;X
AREA_WARSAW;Warsaw;Varsovie;Varsavia;Varsovia;Warschau;Warszawa;;Варшава;;;X
AREA_WASHINGTON;Washington;Washington;Washington;Washington;Washington;Waszyngton;;Вашингтон;;;X
AREA_WEST_ALEUTIANS;West Aleutians;Alйoutiennes de l'Ouest;Isole Aleutine occidentali;Oeste de las Auletianas;Westl. Aleuten;Zachodnie Aleuty;;Запад Алеутских островов;;;X
AREA_WEST_ANDALUCIA;West Andalucia;Andalousie occidentale ;Andalusia occidentale;Andalucнa occidental;Westandalusien;Zachodnia Andaluzja;;Западная Андалусия;;;X
AREA_WEST_ATLAS;West Atlas;Atlas occidental;Atlas occidentale;Atlas occidentales;Westl. Atlas;Zachodni Atlas;;Западный Атлас;;;X
AREA_WEST_ENGLAND;West England;Ouest de l’Angleterre;Inghilterra occidentale;Inglaterra occidental;Westengland;Zachodnia Anglia;;Западная Англия;;;X
AREA_WEST_JAVA;West Java;Java occidental;Giava occidentale;Java occidental;Westjava;Zachodnia Jawa;;Западная Ява;;;X
AREA_WEST_VIRGINIA;West Virginia;Virginie occidentale;Virginia occidentale;Virginia occidental;West Virginia;Zachodnia Virginia;;Западная Виргиния;;;X
AREA_WESTERN_DESERT;Western Desert;Dйsert occidental;Deserto occidentale;Desierto occidental;Westliche Wьste;Pustynia Zachodnia;;Западная пустыня;;;X
AREA_WESTERN_GHAT;Western Ghat;Ghat occidental;Ghat occidentale;Ghat occidental;Westghats;Zachodni Ghat;;Западный Гат;;;X
AREA_WESTERN_HUNGARY;Western Hungary;Hongrie occidentale;Ungheria occidentale;Hungrнa occidental;Westungarn;Zachodnie Wкgry;;Западная Венгрия;;;X
AREA_WESTPHALEN;Westfalen;Westfalen;Westfalen;Westfalia;Westfalen;Westfalia;;Вестфалия;;;X
AREA_WISCONSIN;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;;Висконсин;;;X
AREA_WYOMING;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;;Вайоминг;;;X
AREA_XIKANG;Xikang;Xikang;Xikang;Xikang;Xikang;Sikang;;Сикан;;;X
AREA_XINJIANG;Xinjiang;Xinjiang;Xinjiang;Xinjiang;Xinjiang;Sinciang-Ujgur;;Синьцзян;;;X
AREA_YAKUTSK;Yakutsk;Iakutsk;Yakutsk;Yakutsk;Jakutsk;Jakuck;;Якутск;;;X
AREA_YEMENITE_MOUNTAINS;Yemenite Mountains;Monts du Yйmen;Montagne dello Yemen;Montaсas del Yemen;Jemeniten Berge;Gуry Jemeсskie;;Йеменские горы;;;X
AREA_YUKON;Yukon Territories;Yukon;Yukon;Yukуn;Yukon;Jukon;;Запад Северо-Западных земель;;;X
AREA_YUNNAN;Yunnan;Yunnan;Yunnan;Yunnan;Yunnan;Junan;;Юньнань;;;X
AREA_ZABAIKALYE;Zabaikalye;Zabaikalye;Zabaikalye;Zabaikalye;Transbaikalien;Zabajkaі;;Забайкалье;;;X
AREA_ZHEJIANG;Zhejiang;Zhejiang;Zhejiang;Zhejiang;Zhejiang;Czeciang;;Чжэцзян;;;X
##;;;;;;;;;;;X
AREA_ADRIATIC_SEA;Adriatic Sea;Mer Adriatique;Mar Adriatico;Mar Adriбtico;Adriatisches Meer;Morze Adriatyckie;;Адриатическое море;;;X
AREA_AEGEAN_SEA;Aegean Sea;Mer Йgйe;Mar Egeo;Mar Egeo;Дgдisches Meer;Morze Egejskie;;Эгейское море;;;X
AREA_ALBORAN_SEA;Alboran Sea;Mer d’Alboran;Mare di Alboran;Mar de Alborбn;Alboran-Meer;Morze Alboraсskie;;Альборанское море;;;X
AREA_ALEUTIANS;Aleutians;Alйoutes;Aleutine;Aleutianas;Aleuten;Aleuty;;Алеутские о-ва;;;X
AREA_ANGOLA_PLAIN;Angola Plain;Plaine angolienne;Pianura dell'Angola;Llanura de Angola;Angolabecken;Rуwnina Angolska;;Ангольская равнина;;;X
AREA_ARAFURA_SEA;Arafura Sea;Mer d’Arafoura;Mar di Arafua;Mar de Arafura;Arafurasee;Morze Arafura;;Арафурское море;;;X
AREA_ARCTIC_OCEAN;Greenland Sea;Mer du Groenland;Mar di Groenlandia;Mar de Groenlandia;Europдisches Nordmeer;Morze Grenlandzkie;;Гренландское море;;;X
AREA_ARGENTINE_PLAIN;Argentine Plain;Plaine argentine;Piano dell'Agentina;Llanura argentina;Argentinisches Becken;Rуwnina Argentyсska;;Аргентинская равнина;;;X
AREA_ASCENSION_FRACTURE_ZONE;Ascension Fracture Zone;Zone de fracture d’Ascension;Zona di rottura ascensionale;Zona de fractura de Ascensiуn;Ascension-Bruchzone;Strefa Wysp Wniebowst№pienia;;Разлом Асунсьон;;;X
AREA_ATLANTIC_INDIAN_RIDGE;Atlantic-Indian Ridge;Dorsale Atlantique-Indien;Dorsale atlantico-indiana;Dorsal del Atlбntico-Нndico;Atlantisch-Indischer Rьcken;Grzbiet Arabsko-Indyjski;;Африканско-Антарктический хребет;;;X
AREA_AZORES;Azores;Aзores;Azzorre;Las Azores;Azoren;Azory;;Азорские о-ва;;;X
AREA_BALEARIC_SEA;Balearic Sea;Mer des Balйares;Mar delle Baleari;Mar de las Baleares;Balearisches Meer;Morze Balearskie;;Балеарское море;;;X
AREA_BANDA_SEA;Banda Sea;Mer de Banda;Mar di Banda;Mar de Banda;Bandasee;Morze Banda;;море Банда;;;X
AREA_BARENTS_SEA;Barents Sea;Mer de Barents;Mare di Barents;Mar de Barents;Barentssee;Morze Barentsa;;Баренцево море;;;X
AREA_BAY_OF_BISCAY;Bay of Biscay;Golfe de Gascogne;Golfo di Biscaglia;Golfo de Vizcaya;Golf von Biskaya;Zatoka Biskajska;;Бискайский залив;;;X
AREA_BERMUDA_TRIANGLE;Bermuda Triangle;Triangle des Bermudes;Triangolo delle Bermuda;Triбngulo de las Bermudas;Bermuda-Dreieck;Trуjk№t Bermudzki;;Бермудский треугольник;;;X
AREA_BLACK_SEA;Black Sea;Mer Noire;Mar Nero;Mar Negro;Schwarzes Meer;Morze Czarne;;Черное море;;;X
AREA_BOTHNIAN_BAY;Gulf of Bothnia;Golfe de Botnie;Gorfo di Botnia;Golfo de Botnia;Bottnischer Meerbusen;Zatoka Botnicka;;Ботнический залив;;;X
AREA_CAP_ST_VINCENT;Cap St Vincent;Cap St Vincent;Cap St. Vincent;Cabo de San Vicente;Kap St. Vincent;Saint Vincent;;мыс Сан-Висенти;;;X
AREA_CAP_VERDE;Cap Verde ;Cap-Vert;Capo Verde ;Cabo Verde;Kap Verde;Zielony Przyl№dek;;о-ва Зеленого мыса;;;X
AREA_CAPE_FINISTERRE;Cape Finisterre;Cap Finistиre;Capo di Finisterre;Cabo Finisterre;Kap Finisterre;Przyl№dek Finisterre;;мыс Финистер;;;X
AREA_CAROLINES;Marshall Chain;Carolines;Coralline;Carolinas;Karolinen;Karoliny;;Маршаллова гряда;;;X
AREA_CASPIAN_SEA;Caspian Sea;Mer Caspienne;Mar Caspio;Mar Caspio;Kaspisches Meer;Morze Kaspijskie;;Каспийское море;;;X
AREA_CELEBES_SEA;Celebes Sea;Mer des Cйlиbes;Mar di Celebes;Mar de Cйlebes;Celebessee;Morze Celebes;;море Сулавеси;;;X
AREA_CENTRAL_ATLANTIC;Central Atlantic;Atlantique centre;Atlantico centrale;Atlбntico medio;Zentralatlantik;Њrodkowy Atlantyk;;Центральная Атлантика;;;X
AREA_CENTRAL_CARRIBEAN;Central Carribean;Caraпbes centre ;Caraibi centrali;Caribe central;Mittl. Karibik;Њrodkowe Karaiby;;Центр Карибского моря;;;X
AREA_CENTRAL_NORTHSEA;Central North Sea;Mer du Nord centre;Mar del Nord centrale;Centro del Mar del Norte;Zentrale Nordsee;Њrodkowe Morze Pуіnocne;;Центр Северного моря;;;X
AREA_CENTRAL_PHILIPPINE_SEA;Central Philippine Sea;Mer centrale des Philippines;Mar delle Filippine centrale;Mar de Filipinas central;Mittl. Philippinensee;Њrodkowe Morze Filipiсskie;;Центр Филиппинского моря;;;X
AREA_COAST_OF_AFRICA;Coast of Africa;Cфte de l’Afrique;Costa dell'Africa;Costa de Бfrica;Kьste von Afrika;Wybrzeїe Afryki;;побережье Африки;;;X
AREA_COAST_OF_ANGOLA_NAMIBIA;Coast of Angola-Namibia;Cфte de l’Angola-Namibie;Costa dell'Angola-Namibia;Costa de Angola-Namibia;Kьste von Angola/Namibia;Wybrzeїe Angoli-Namibii;;побережье Анголы-Намибии;;;X
AREA_COAST_OF_ARGENTINA;Coast of Argentina;Cфte de l’Argentine;Costa dell'Argentina;Costa de Argentina;Kьste von Argentinien;Wybrzeїe Argentyny;;побережье Аргентины;;;X
AREA_COAST_OF_BISSAO;Coast of Bissao;Cфte de Bissau;Costa di Bissao;Costa de Bissau;Kьste von Bissao;Wybrzeїe Bissao;;побережье Бисау;;;X
AREA_COAST_OF_BRAZIL;Coast of Brazil;Cфte du Brйsil;Costa del Brasile;Costa de Brasil;Kьste von Brasilien;Wybrzeїe Brazylii;;побережье Бразилии;;;X
AREA_COAST_OF_BRUNEI;Coast of Brunei;Cфte de Brunei;Costa del Brunei;Costa de Brunei;Kьste von Brunei;Wybrzeїe Brunei;;побержье Брунея;;;X
AREA_COAST_OF_CEYLON;Coast of Ceylon;Cфte de Ceylan;Costa di Ceylon;Costa de Ceilбn;Kьste von Ceylon ;Wybrzeїe Cejlonu;;побережье Цейлона;;;X
AREA_COAST_OF_GUYANA;Coast of Guyana;Cфte de la Guyane;Costa della Guyana;Costa de la Guyana;Kьste von Guayana;Wybrzeїe Gujany;;побережье Гайаны;;;X
AREA_COAST_OF_INDOCHINA;Coast of Indochina;Cфte de l’Indochine;Costa dell'Indocina;Costa de Indochina;Kьste Indochinas;Wybrzeїe Indochiсskie;;побережье Индокитая;;;X
AREA_COAST_OF_JAPAN;Coast of Japan;Cфte du Japon;Costa del Giappone;Costa de Japуn;Kьste von Japan;Wybrzeїe Japonii;;побережье Японии;;;X
AREA_COAST_OF_KAMCHATKA;Coast of Kamchatka;Cфte de Kamchatka;Costa del Kamchatka;Costa de Kamchatka;Kьste von Kamtschatka;Wybrzeїe Kamczatki;;побережье Камчатки;;;X
AREA_COAST_OF_NEW_GUINEA;Coast of New Guinea;Cфte de la Nouvelle-Guinйe;Costa della Nuova Guinea;Costa de Nueva Guinea;Kьste von Neu Guinea;Wybrzeїe Nowej Gwinei;;побережье Новой Гвинеи;;;X
AREA_COAST_OF_RECIFE;Coast of Recife;Cфte de Recife;Costa di Recife;Costa de Recife;Kьste von Recife;Wybrzeїe Recife;;побережье Ресифи;;;X
AREA_COAST_OF_SOUTH_AFRICA;Coast of South Africa;Cфte d’Afrique du Sud;Costa del Sudafrica;Costa meridional de Бfrica;Kьste von Sьdafrika;Poіudniowe Wybrzeїe Afryki;;побережье Южной Африки;;;X
AREA_COAST_OF_URUGUAY;Coast of Uruguay;Cфte de l’Uruguay;Costa dell'Uruguay;Costa de Uruguay;Kьste von Uruguay;Wybrzeїe Urugwaju;;побережье Уругвая;;;X
AREA_DENMARK_STRAIT;Denmark Strait;Dйtroit du Danemark;Stretto di Danimarca;Estrecho de Dinamarca;DдnemarkstraЯe;Cieњniny Duсskie;;Датский пролив;;;X
AREA_EAST_BAY_OF_BENGAL;East Bay of Bengal;Baie orientale du Bengale;Baia del Bengala orientale;Golfo de Bengala oriental;Цstl. Golf von Bengalen;Wschodnia Zatoka Bengalska;;Восток Бенгальского залива;;;X
AREA_EAST_BERING_SEA;East Bering Sea;Mer orientale de Bйring;Mar di Bering orientale;Mar de Bering oriental;Цstl. Beringmeer;Wschodnie Morze Beringa;;Восток Берингова моря;;;X
AREA_EAST_CORAL_SEA;East Coral Sea;Mer de Corail orientale;Mar dei Coralli orientale;Mar oriental del Coral;Цstl. Korallenmeer;Wschodnie Morze Koralowe;;Восток Кораллового моря;;;X
AREA_EAST_COST_OF_NEW_ZEALAND;East Cost of New Zealand;Cфte est de la Nouvelle-Zйlande;Costa della Nuova Zelanda orientale;Costa oriental de Nueva Zelanda;Ostkьste von Neuseeland;Wschodnie Wybrzeїe Nowej Zelandii;;Восток побережья Новой Зеландии;;;X
AREA_EAST_GREAT_AUSTRALIAN_BIGHT;East Great Australian Bight ;Grande Baie australienne orientale;Grande baia australiana orientale;Gran Bahнa Australiana oriental;Цstl. GroЯe Australische Bucht;Wschodnia Wielka Zatoka Australijska;;Восток Большого Австралийского залива;;;X
AREA_EAST_GULF_OF_MEXICO;East Gulf of Mexico;Golfe de Mexico Est;Golfo del Messico orientale;Golfo de Mйxico oriental;Цstl. Golf von Mexiko;Wschodnia Zatoka Meksykaсska;;Восток Мексиканского залива;;;X
AREA_EAST_MARIANA_BASIN;East Mariana Basin;Bassin oriental des оles Mariannes;Bacino della Mariana orientale;Cuenca de las Marianas orientales;Цstl. Marianenbecken;Wschodni Basen Mariaсski;;Восток Марианской впадины;;;X
AREA_EAST_NORTH_SEA;East North Sea;Mer du Nord orientale;Mar del Nord orientale;Este del Mar del Norte;Цstliche Nordsee;Wschodnie Morze Pуіnocne;;Восток Северного моря;;;X
AREA_EAST_SEA_OF_OKHOTSK;East Sea of Okhotsk;Mer orientale d’Okhotsk ;Mar di Okhotsk orientale;Mar de Ojotsk oriental;Цstl. Ochotskisch. Meer;Wschodnie Morze Ochockie;;Восток Охотского моря;;;X
AREA_EASTERN_SOLOMONS;Eastern Solomons;Iles Salomon orientales;Solomone orientali;Salomуn orientales;Цstliche Salomonen;Wschodnie Wyspy Salomona;;Восточные Соломоновы о-ва;;;X
AREA_ENGLISH_CHANNEL;English Channel;Manche;La Manica;Canal de la Mancha;Дrmelkanal;Kanaі La Manche;;Ла-Манш;;;X
AREA_FAROES_GAP;Faroes Gap;Dйtroit des оles Fйroй;Canale delle Faroe;Estrecho de las Feroe;Island-Fдroer-Rьcken;Cieњnina Owcza ;;Фарерский пролив;;;X
AREA_FIJI_BASIN;Fiji Basin;Bassin des оles Fiji;Bacino delle Figi;Cuenca de las Fiji;Fidschi-Becken;Basen Fidїi;;Котловина Фиджи;;;X
AREA_FLORES_SEA;Flores Sea;Mer de Flores;Mar di Flores;Mar de las Flores;Floressee;Morze Flores;;море Флорес;;;X
AREA_FLORIDA_STRAIT;Florida Strait;Dйtroit de Floride;Stretto della Florida;Estrecho de Florida;Florida-StraЯe;Cieњnina Florydzka;;Флоридский пролив;;;X
AREA_GILBERTS;Gilberts;Iles Gilbert;Gilberti;Islas Gilbert;Gilbertinseln;Wyspy Gilberta;;Острова Гилберта;;;X
AREA_GREENLAND_COAST;Greenland Coast;Cфte du Groenland;Costa della Groenlandia;Costa de Groenlandia;Kьste von Grцnland;Wybrzeїe Grenlandii;;побережье Гренландии;;;X
AREA_GULF_OF_ALASKA;Gulf of Alaska;Golfe de l’Alaska;Golfo di Alaska;Golfo de Alaska;Golf von Alaska;Zatoka Alaska;;залив Аляска;;;X
AREA_GULF_OF_GUINEA;Gulf of Guinea;Golfe de Guinйe;Golfo di Guinea;Golfo de Guinea;Golf von Guinea;Zatoka Gwinejska;;Гвинейский залив;;;X
AREA_GULF_OF_SIAM;Gulf of Siam;Golfe de Siam;Golfo di Siam;Golfo de Siam;Golf von Siam;Zatoka Syjamska;;Сиамский залив;;;X
AREA_HAWAIIAN_RISE;Hawaiian Rise;Cфte hawaпenne;Promontorio delle Hawaii;Farallуn de Hawбi;Hawaiirьcken;Grzbiet Hawajski;;Гавайский хребет;;;X
AREA_HEBREIDES;The Hebrides;Les Hйbrides;Le Ebridi;Las Hйbridas;Hebriden;Hebrydy;;Гебриды;;;X
AREA_HORN_OF_AFRICA;Horn of Africa;Corne de l’Afrique;Corno d'Africa;Cuerno de Бfrica;Horn von Afrika;Przyl№dek Horn;;Африканский Рог;;;X
AREA_HUDSON_BAY;Hudson Bay;Baie d’Hudson;Baia di Hudson;Bahнa de Hudson;Hudson Bay;Zatoka Hudsona;;Гудзонов залив;;;X
AREA_IONIAN_SEA;Ionian Sea;Mer Ionienne;Mar Ionio;Mar Jуnico;Ionisches Meer;Morze Joсskie;;Ионическое море;;;X
AREA_IRISH_SEA;Irish Sea;Mer d’Irlande;Mar d'Irlanda;Mar de Irlanda;Irisches Meer;Morze Irlandzkie;;Ирландское море;;;X
AREA_IRISH_WEST_COAST;Irish West Coast;Cфte ouest de l’Irlande;Costa occidentale irlandese;Costa occidental de Irlanda;Westkьste von Irland;Zachodnie wybrzeїe Irlandii;;Западное побережье Ирландии;;;X
AREA_JAVA_RIDGE;Java Ridge;Dorsale de Java;Dorsale di Giava;Dorsal de Java;Javarьcken;Grzbiet Jawajski;;Яванский хребет;;;X
AREA_JAVA_TRENCH;Java Trench;Fosse de Java;Fossa di Giava;Fosa de Java;Sundagraben;Rуw Jawajski;;Зондский желоб;;;X
AREA_KATTEGAT;Kattegat;Kattegat;Kattegat;Kattegat;Kattegatt;Cieњnina Kattegat;;Каттегат;;;X
AREA_LINE_ISLANDS;Line Islands;Iles de Line;Isole equatoriali;Islas de Kiribati;Line-Inseln;Wyspy Line;;о-ва Лайн;;;X
AREA_LUZON_STRAIT;Luzon Strait;Dйtroit de Luзon;Stretto di Luzon;Estrecho de Luzуn;Luzon-StraЯe;Cieњnina Luzon;;Лусонский пролив;;;X
AREA_MALACCA_STRAIT;Malacca Strait;Dйtroit de Malacca;Stretto di Malacca;Estrecho de Malaca;Malacca-StraЯe;Cieњnina Malakka;;Молуккский пролив;;;X
AREA_MARIANA_TRENCH;Mariana Trench;Fosse des оles Mariannes;Fossa della Marianne;Fosa de las Marianas;Marianengraben;Rуw Mariaсski;;Марианский желоб;;;X
AREA_MARIANAS;Marianas;Iles Mariannes;Mariane;Las Marianas;Marianen;Mariany;;Марианские о-ва;;;X
AREA_MARSHALLS_SEA;Marshalls Sea;Iles Marshall;Marshalls;Las Marshall;Marshallsee;Wyspy Marshalla;;Маршаллово море;;;X
AREA_MASCARENE_PLATEAU;Mascarene Plateau;Plateau de Mascarene;Altopiano delle Mascarente;Meseta mascareсa;Maskarenenrьcken;Pіaskowyї Maskareсski;;Маскаренское поднятие;;;X
AREA_MID_INDIAN_RIDGE;Mid-Indian Ridge;Dorsale mйdio-indienne;Dorsale medio-indiana;Dorsal del Нndico medio;Zentralindischer Rьcken;Grzbiet Њrodkowoindyjski;;Центрально-Индийский хребет;;;X
AREA_MID_PACIFIC_MOUNTAINS;Mid-Pacific Mountains;Monts Mйdio-pacifiques;Montagne del medio-Pacifico;Montaсas del Pacнfico medio;Zentralpazifische Berge;Wzniesienie Њrodkowopacyficzne;;Срединно-Тихоокеанские горы;;;X
AREA_MOLUCCA_SEA;Molucca Sea;Mer des Moluques;Mar delle Molucche;Mar de las Molucas;Molukkensee;Morze Moluckie;;Молуккское море;;;X
AREA_NINETYEAST_RIDGE;Ninetyeast Ridge;Dorsale de Ninetyeast;Dorsale di Ninetyeast ;Dorsal del Meridiano Noventa Este;Bengalischer Rьcken;Grzbiet Wschodnioindyjski;;Восточно-индийский хребет;;;X
AREA_NORTH_ARABIAN_SEA;North Arabian Sea;Mer d’Oman septentrionale;Mar d'Arabia settentrionale;Mar Arбbigo septentrional;Nцrdl. Arabisches Meer;Pуіnocne Morze Arabskie;;Север Аравийского моря;;;X
AREA_NORTH_ATLANTIC;North Atlantic;Atlantique nord;Atlantico settentrionale;Atlбntico Norte;Nцrdl. Nordatlantik;Pуіnocny Atlantyk;;Северная Атлантика;;;X
AREA_NORTH_BISMARCK_SEA;North Bismarck Sea;Mer de Bismarck Nord;Mar di Bismark settentrionale;Mar de Bismarck septentrional;Nordl. Bismarcksee;Pуіnocne Morze Bismarcka;;Север моря Бисмарка;;;X
AREA_NORTH_EAST_PACIFIC_OCEAN;North East Pacific Ocean; Ocйan Pacifique Nord-est;Oceano Pacifico nord-orientale;Noreste del Ocйano Pacнfico;Nordцstl. Pazifik;Pуіnocno-wschodni Pacyfik;;Северо-восток Тихого океана;;;X
AREA_NORTH_MOZAMBIQUE_CHANNEL;North Mozambique Channel;Nord du Canal du Mozambique;Canale del Mozambico settentrionale;Canal de Mozambique septentrional;Nцrdl. StraЯe von Mosambik;Kanaі Mozambicki;;Север Мозамбикского пролива;;;X
AREA_NORTH_NORTHEAST_PACIFIC_BASIN;North Northeast Pacific Basin;Bassin du Pacifique Nord-nord-est ;Bacino del Pacifico nord-est ;Cuenca septentrional del noreste del Pacнfico;Nordostpazifisches Becken;Wschodni Basen Pуіnocnopacyficzny;;Север Северо-восточной котловины;;;X
AREA_NORTH_SOUTHEAST_PACIFIC_OCEAN;North Southeast Pacific Ocean;Ocйan Pacifique Nord-sud-est ;Oceano Pacifico sud-orientale del nord;Norte del sureste del Pacнfico;Nцrdl. Sьdostpazifik;Pуіnocna Czкњж Poіudniowo-Wschodniego Pacyfiku;;Север Юго-восточного Тихого океана;;;X
AREA_NORTH_TASMAN_SEA;North Tasman Sea;Mer de Tasman Nord;Mar di Tasmania settentrionale;Mar de Tasmania septentrional;Nцrdl. Tasmansee;Pуіnocne Morze Tasmana;;Север Тасманова моря;;;X
AREA_NORTHEAST_COAST_OF_MADAGASCAR;Northeast Coast of Madagascar;Nord-est de la Cфte de Madagascar;Costa del Madagascar nord-orientale;Costa noreste de Madagascar;Nordostkьste von Madagaskar;Pуіnocno-wschodnie Wybrzeїe Madagaskaru;;Северо-восточное побережье Мадагаскара;;;X
AREA_NORTHERN_BALTIC;Northern Baltic;Nord de la Baltique;Baltico settentrionale;Bбltico norte;Nцrdl. Ostsee;Baіtyk Pуіnocny;;Северная Балтика;;;X
AREA_NORTHWEST_PACIFIC_BASIN;Northwest Pacific Basin;Bassin du Pacifique Nord-ouest ;Bacino del Pacifico nord-ovest;Cuenca del noroeste del Pacнfico;Nordwestpazifisches Becken;Zachodni Basen Pуіnocnopacyficzny;;Северо-западная котловина;;;X
AREA_NORWEGIAN_SEA;Norwegian Sea;Mer de Norvиge;Mar di Norvegia;Mar de Noruega;Norwegisches Meer;Morze Norweskie;;Норвежское море;;;X
AREA_PERNANBUCO_PLAIN;Pernambuco Plain;Plaine de Pernambouco;Pianura del Pernambuco;Llanura de Pernambuco;Brasilianisches Becken;Rуwnina Pernambuco;;Равнина Пернамбуко;;;X
AREA_PERSIAN_GULF;Persian Gulf;Golfe persique;Golfo Persico;Golfo Pйrsico;Persischer Golf;Zatoka Perska;;Персидский залив;;;X
AREA_PHILIPPINE_TRENCH;Philippine Trench;Fosse des Philippines;Fossa delle Filippine;Fosa de las Filipinas;Philippinen-Graben;Rуw Filipiсski;;Филиппинский желоб;;;X
